market_side,timestamp_utc,yes_bid_cents,yes_ask_cents,quoted_mid_cents,spread_cents,raw_last_trade_cents,volume,open_interest,is_liquid,tight_quote,filtered_price_cents,price_source
SAM,2026-08-22T06:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T07:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T08:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T09:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T10:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T11:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T12:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T13:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T14:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T15:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T16:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T17:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T18:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T19:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T20:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T21:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T22:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-22T23:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T00:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T01:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T02:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T03:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T04:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T05:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T06:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T07:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T08:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T09:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T10:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T11:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T12:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T13:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T14:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T15:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T16:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T17:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T18:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T19:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T20:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-23T21:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T04:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T05:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T06:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T07:00:00+00:00,9.0,28.0,18.5,19.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T08:00:00+00:00,10.0,30.0,20.0,20.0,,0.0,0.0,False,False,20.0,quoted_mid_wide
SAM,2026-08-24T09:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T11:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T12:00:00+00:00,10.0,30.0,20.0,20.0,,0.0,0.0,False,False,20.0,quoted_mid_wide
SAM,2026-08-24T13:00:00+00:00,9.0,28.0,18.5,19.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T14:00:00+00:00,10.0,30.0,20.0,20.0,,0.0,0.0,False,False,20.0,quoted_mid_wide
SAM,2026-08-24T15:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T16:00:00+00:00,9.0,28.0,18.5,19.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T17:00:00+00:00,8.0,29.0,18.5,21.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T18:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,0.0,False,False,18.5,quoted_mid_wide
SAM,2026-08-24T19:00:00+00:00,8.0,30.0,19.0,22.0,,0.0,0.0,False,False,19.0,quoted_mid_wide
SAM,2026-08-24T20:00:00+00:00,8.0,30.0,19.0,22.0,,0.0,0.0,False,False,19.0,quoted_mid_wide
SAM,2026-08-25T02:00:00+00:00,8.0,30.0,19.0,22.0,8.0,3.0,3.0,False,False,19.0,quoted_mid_wide
SAM,2026-08-25T06:00:00+00:00,8.0,30.0,19.0,22.0,,0.0,3.0,False,False,19.0,quoted_mid_wide
SAM,2026-08-25T09:00:00+00:00,9.0,29.0,19.0,20.0,,0.0,3.0,False,False,19.0,quoted_mid_wide
SAM,2026-08-25T10:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,3.0,False,False,19.5,quoted_mid_wide
SAM,2026-08-25T11:00:00+00:00,9.0,30.0,19.5,21.0,,0.0,3.0,False,False,19.5,quoted_mid_wide
SAM,2026-08-25T13:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,3.0,False,False,19.5,quoted_mid_wide
SAM,2026-08-25T14:00:00+00:00,11.0,29.0,20.0,18.0,,0.0,3.0,False,False,20.0,quoted_mid_wide
SAM,2026-08-25T15:00:00+00:00,12.0,29.0,20.5,17.0,29.0,3.28,6.28,False,False,20.5,quoted_mid_wide
SAM,2026-08-25T16:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,6.28,False,False,19.5,quoted_mid_wide
SAM,2026-08-25T17:00:00+00:00,10.0,30.0,20.0,20.0,,0.0,6.28,False,False,20.0,quoted_mid_wide
SAM,2026-08-25T18:00:00+00:00,8.0,30.0,19.0,22.0,,0.0,6.28,False,False,19.0,quoted_mid_wide
SAM,2026-08-25T23:00:00+00:00,8.0,30.0,19.0,22.0,,0.0,6.28,False,False,19.0,quoted_mid_wide
SAM,2026-08-26T06:00:00+00:00,8.0,30.0,19.0,22.0,,0.0,6.28,False,False,19.0,quoted_mid_wide
SAM,2026-08-26T07:00:00+00:00,9.0,30.0,19.5,21.0,,0.0,6.28,False,False,19.5,quoted_mid_wide
SAM,2026-08-26T18:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,6.28,False,False,18.5,quoted_mid_wide
SAM,2026-08-26T20:00:00+00:00,7.0,28.0,17.5,21.0,,0.0,6.28,False,False,17.5,quoted_mid_wide
SAM,2026-08-26T21:00:00+00:00,7.0,26.0,16.5,19.0,,0.0,6.28,False,False,16.5,quoted_mid_wide
SAM,2026-08-26T22:00:00+00:00,7.0,26.0,16.5,19.0,,0.0,6.28,False,False,16.5,quoted_mid_wide
SAM,2026-08-26T23:00:00+00:00,7.0,24.0,15.5,17.0,,0.0,6.28,False,False,15.5,quoted_mid_wide
SAM,2026-08-27T00:00:00+00:00,7.0,24.0,15.5,17.0,,0.0,6.28,False,False,15.5,quoted_mid_wide
SAM,2026-08-27T03:00:00+00:00,7.0,22.0,14.5,15.0,,0.0,6.28,False,False,14.5,quoted_mid_wide
SAM,2026-08-27T04:00:00+00:00,7.0,22.0,14.5,15.0,,0.0,6.28,False,False,14.5,quoted_mid_wide
SAM,2026-08-27T05:00:00+00:00,7.0,20.0,13.5,13.0,,0.0,6.28,False,False,13.5,quoted_mid_wide
SAM,2026-08-27T06:00:00+00:00,7.0,20.0,13.5,13.0,,0.0,6.28,False,False,13.5,quoted_mid_wide
SAM,2026-08-27T07:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,6.28,False,False,18.5,quoted_mid_wide
SAM,2026-08-27T10:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T11:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T12:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T13:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T14:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T15:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T16:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T17:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T18:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-27T19:00:00+00:00,7.0,30.0,18.5,23.0,,0.0,6.28,False,False,18.5,quoted_mid_wide
SAM,2026-08-27T20:00:00+00:00,7.0,26.0,16.5,19.0,,0.0,6.28,False,False,16.5,quoted_mid_wide
SAM,2026-08-27T21:00:00+00:00,8.0,24.0,16.0,16.0,25.0,3.0,6.28,False,False,16.0,quoted_mid_wide
SAM,2026-08-27T22:00:00+00:00,7.0,25.0,16.0,18.0,,0.0,6.28,False,False,16.0,quoted_mid_wide
SAM,2026-08-27T23:00:00+00:00,7.0,24.0,15.5,17.0,,0.0,6.28,False,False,15.5,quoted_mid_wide
SAM,2026-08-28T00:00:00+00:00,7.0,25.0,16.0,18.0,,0.0,6.28,False,False,16.0,quoted_mid_wide
SAM,2026-08-28T01:00:00+00:00,8.0,23.0,15.5,15.0,,0.0,6.28,False,False,15.5,quoted_mid_wide
SAM,2026-08-28T02:00:00+00:00,7.0,23.0,15.0,16.0,,0.0,6.28,False,False,15.0,quoted_mid_wide
SAM,2026-08-28T03:00:00+00:00,7.0,21.0,14.0,14.0,,0.0,6.28,False,False,14.0,quoted_mid_wide
SAM,2026-08-28T04:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-28T05:00:00+00:00,7.0,17.0,12.0,10.0,,0.0,6.28,False,True,12.0,quoted_mid
SAM,2026-08-28T06:00:00+00:00,7.0,16.0,11.5,9.0,,0.0,6.28,False,True,11.5,quoted_mid
SAM,2026-08-28T07:00:00+00:00,7.0,12.0,9.5,5.0,,0.0,6.28,False,True,9.5,quoted_mid
SAM,2026-08-28T08:00:00+00:00,7.0,11.0,9.0,4.0,,0.0,6.28,False,True,9.0,quoted_mid
SAM,2026-08-28T10:00:00+00:00,7.0,10.0,8.5,3.0,,0.0,6.28,False,True,8.5,quoted_mid
SAM,2026-08-28T14:00:00+00:00,7.0,10.0,8.5,3.0,,0.0,6.28,False,True,8.5,quoted_mid
SAM,2026-08-28T15:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-28T20:00:00+00:00,7.0,19.0,13.0,12.0,,0.0,6.28,False,False,13.0,quoted_mid_wide
SAM,2026-08-28T22:00:00+00:00,15.0,29.0,22.0,14.0,,0.0,6.28,False,False,22.0,quoted_mid_wide
SAM,2026-08-28T23:00:00+00:00,11.0,30.0,20.5,19.0,,0.0,6.28,False,False,20.5,quoted_mid_wide
SAM,2026-08-29T00:00:00+00:00,11.0,29.0,20.0,18.0,,0.0,6.28,False,False,20.0,quoted_mid_wide
SAM,2026-08-29T01:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,6.28,False,False,19.5,quoted_mid_wide
SAM,2026-08-29T02:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,6.28,False,False,19.5,quoted_mid_wide
SAM,2026-08-29T04:00:00+00:00,13.0,23.0,18.0,10.0,,0.0,6.28,False,True,18.0,quoted_mid
SAM,2026-08-29T05:00:00+00:00,13.0,29.0,21.0,16.0,,0.0,6.28,False,False,21.0,quoted_mid_wide
SAM,2026-08-29T06:00:00+00:00,14.0,29.0,21.5,15.0,,0.0,6.28,False,False,21.5,quoted_mid_wide
SAM,2026-08-29T07:00:00+00:00,11.0,29.0,20.0,18.0,,0.0,6.28,False,False,20.0,quoted_mid_wide
SAM,2026-08-29T08:00:00+00:00,11.0,29.0,20.0,18.0,,0.0,6.28,False,False,20.0,quoted_mid_wide
SAM,2026-08-29T09:00:00+00:00,12.0,29.0,20.5,17.0,,0.0,6.28,False,False,20.5,quoted_mid_wide
SAM,2026-08-29T10:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,6.28,False,False,19.5,quoted_mid_wide
SAM,2026-08-29T11:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,6.28,False,False,19.5,quoted_mid_wide
SAM,2026-08-29T12:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,6.28,False,False,19.5,quoted_mid_wide
SAM,2026-08-29T14:00:00+00:00,10.0,29.0,19.5,19.0,29.0,0.32,6.6,False,False,19.5,quoted_mid_wide
SAM,2026-08-29T15:00:00+00:00,10.0,29.0,19.5,19.0,,0.0,6.6,False,False,19.5,quoted_mid_wide
SAM,2026-08-29T16:00:00+00:00,10.0,35.0,22.5,25.0,35.0,27.73,34.33,True,False,35.0,trade
SAM,2026-08-29T18:00:00+00:00,10.0,35.0,22.5,25.0,,0.0,34.33,False,False,35.0,carried_forward
SAM,2026-08-29T19:00:00+00:00,12.0,35.0,23.5,23.0,,0.0,34.33,False,False,35.0,carried_forward
SAM,2026-08-29T20:00:00+00:00,13.0,35.0,24.0,22.0,,0.0,34.33,False,False,35.0,carried_forward
SAM,2026-08-29T21:00:00+00:00,15.0,35.0,25.0,20.0,,0.0,34.33,False,False,35.0,carried_forward
SAM,2026-08-29T22:00:00+00:00,17.0,35.0,26.0,18.0,,0.0,34.33,False,False,35.0,carried_forward
SAM,2026-08-29T23:00:00+00:00,16.0,35.0,25.5,19.0,,0.0,34.33,False,False,35.0,carried_forward
SAM,2026-08-30T00:00:00+00:00,17.0,35.0,26.0,18.0,35.0,29.73,64.06,True,False,35.0,trade
SAM,2026-08-30T01:00:00+00:00,9.0,29.0,19.0,20.0,,0.0,64.06,False,False,35.0,carried_forward
SAM,2026-08-30T02:00:00+00:00,10.0,34.0,22.0,24.0,,0.0,64.06,False,False,35.0,carried_forward
SAM,2026-08-30T03:00:00+00:00,10.0,34.0,22.0,24.0,,0.0,64.06,False,False,35.0,carried_forward
SAM,2026-08-30T04:00:00+00:00,8.0,33.0,20.5,25.0,34.0,6.32,67.38,False,False,35.0,carried_forward
SAM,2026-08-30T05:00:00+00:00,12.0,25.0,18.5,13.0,,0.0,67.38,False,False,35.0,carried_forward
SAM,2026-08-30T06:00:00+00:00,11.0,23.0,17.0,12.0,24.0,50.8,118.18,True,False,24.0,trade
SAM,2026-08-30T07:00:00+00:00,11.0,22.0,16.5,11.0,,0.0,118.18,False,False,24.0,carried_forward
SAM,2026-08-30T08:00:00+00:00,11.0,22.0,16.5,11.0,22.0,1.0,119.18,False,False,24.0,carried_forward
SAM,2026-08-30T09:00:00+00:00,10.0,19.0,14.5,9.0,,0.0,119.18,False,True,24.0,carried_forward
SAM,2026-08-30T10:00:00+00:00,10.0,17.0,13.5,7.0,,0.0,119.18,False,True,24.0,carried_forward
SAM,2026-08-30T11:00:00+00:00,11.0,28.0,19.5,17.0,30.0,3.6,122.78,False,False,24.0,carried_forward
SAM,2026-08-30T13:00:00+00:00,11.0,28.0,19.5,17.0,,0.0,122.78,False,False,24.0,carried_forward
SAM,2026-08-30T15:00:00+00:00,10.0,28.0,19.0,18.0,,0.0,122.78,False,False,24.0,carried_forward
SAM,2026-08-30T16:00:00+00:00,11.0,17.0,14.0,6.0,,0.0,122.78,False,True,24.0,carried_forward
SAM,2026-08-30T17:00:00+00:00,12.0,24.0,18.0,12.0,21.0,24.04,146.82,True,False,21.0,trade
SAM,2026-08-30T18:00:00+00:00,11.0,18.0,14.5,7.0,22.0,21.0,167.82,True,True,22.0,trade
SAM,2026-08-30T19:00:00+00:00,11.0,16.0,13.5,5.0,29.0,73.0,240.82,True,True,29.0,trade
SAM,2026-08-30T20:00:00+00:00,11.0,18.0,14.5,7.0,25.0,2.89,243.71,False,True,29.0,carried_forward
SAM,2026-08-30T21:00:00+00:00,11.0,13.0,12.0,2.0,13.0,21.55,265.26,True,True,13.0,trade
SAM,2026-08-30T22:00:00+00:00,8.0,13.0,10.5,5.0,13.0,111.95,327.86,True,True,13.0,trade
SAM,2026-08-30T23:00:00+00:00,8.0,13.0,10.5,5.0,13.0,5.0,332.86,False,True,13.0,carried_forward
SAM,2026-08-31T00:00:00+00:00,8.0,10.0,9.0,2.0,9.0,139.95,432.81,True,True,9.0,trade
SAM,2026-08-31T01:00:00+00:00,8.0,9.0,8.5,1.0,9.0,200.0,632.81,True,True,9.0,trade
SAM,2026-08-31T02:00:00+00:00,10.0,26.0,18.0,16.0,13.0,51.07,682.81,True,False,13.0,trade
SAM,2026-08-31T03:00:00+00:00,12.0,25.0,18.5,13.0,22.0,17.24,699.05,True,False,22.0,trade
SAM,2026-08-31T04:00:00+00:00,12.0,29.0,20.5,17.0,,0.0,699.05,False,False,22.0,carried_forward
SAM,2026-08-31T05:00:00+00:00,13.0,30.0,21.5,17.0,29.0,26.28,725.33,True,False,29.0,trade
SAM,2026-08-31T06:00:00+00:00,14.0,30.0,22.0,16.0,,0.0,725.33,False,False,29.0,carried_forward
SAM,2026-08-31T07:00:00+00:00,16.0,30.0,23.0,14.0,,0.0,725.33,False,False,29.0,carried_forward
SAM,2026-08-31T08:00:00+00:00,11.0,15.0,13.0,4.0,15.0,128.0,679.81,True,True,15.0,trade
SAM,2026-08-31T09:00:00+00:00,10.0,14.0,12.0,4.0,13.0,5.0,684.81,False,True,15.0,carried_forward
SAM,2026-08-31T10:00:00+00:00,10.0,14.0,12.0,4.0,13.0,29.0,713.81,True,True,13.0,trade
SAM,2026-08-31T11:00:00+00:00,11.0,15.0,13.0,4.0,13.0,2.0,715.81,False,True,13.0,carried_forward
SAM,2026-08-31T12:00:00+00:00,11.0,15.0,13.0,4.0,15.0,44.5,722.81,True,True,15.0,trade
SAM,2026-08-31T13:00:00+00:00,11.0,18.0,14.5,7.0,17.0,108.84,797.15,True,True,17.0,trade
SAM,2026-08-31T14:00:00+00:00,11.0,18.0,14.5,7.0,19.0,60.84,857.99,True,True,19.0,trade
SAM,2026-08-31T15:00:00+00:00,11.0,18.0,14.5,7.0,18.0,5.25,863.24,False,True,19.0,carried_forward
SAM,2026-08-31T16:00:00+00:00,11.0,20.0,15.5,9.0,19.0,39.9,903.14,True,True,19.0,trade
SAM,2026-08-31T17:00:00+00:00,11.0,22.0,16.5,11.0,,0.0,903.14,False,False,19.0,carried_forward
SAM,2026-08-31T18:00:00+00:00,14.0,22.0,18.0,8.0,,0.0,903.14,False,True,19.0,carried_forward
SAM,2026-08-31T19:00:00+00:00,14.0,22.0,18.0,8.0,22.0,21.55,924.69,True,True,22.0,trade
SAM,2026-08-31T20:00:00+00:00,14.0,22.0,18.0,8.0,22.0,8.62,933.31,False,True,22.0,carried_forward
SAM,2026-08-31T21:00:00+00:00,14.0,22.0,18.0,8.0,22.0,12.93,946.24,True,True,22.0,trade
SAM,2026-08-31T22:00:00+00:00,13.0,22.0,17.5,9.0,22.0,90.2,1032.44,True,True,22.0,trade
SAM,2026-08-31T23:00:00+00:00,15.0,20.0,17.5,5.0,,0.0,1032.44,False,True,22.0,carried_forward
SAM,2026-09-01T00:00:00+00:00,5.0,7.0,6.0,2.0,5.0,2332.64,3336.33,True,True,5.0,trade
SAM,2026-09-01T01:00:00+00:00,5.0,6.0,5.5,1.0,6.0,3028.41,6322.74,True,True,6.0,trade
SAM,2026-09-01T02:00:00+00:00,5.0,6.0,5.5,1.0,6.0,193.16,6514.9,True,True,6.0,trade
SAM,2026-09-01T03:00:00+00:00,5.0,6.0,5.5,1.0,6.0,78.18,6549.58,True,True,6.0,trade
SAM,2026-09-01T04:00:00+00:00,5.0,6.0,5.5,1.0,6.0,168.74,6718.32,True,True,6.0,trade
SIU,2026-08-18T16:00:00+00:00,5.0,95.0,50.0,90.0,,0.0,0.0,False,False,50.0,quoted_mid_wide
SIU,2026-08-18T17:00:00+00:00,7.0,93.0,50.0,86.0,,0.0,0.0,False,False,50.0,quoted_mid_wide
SIU,2026-08-18T22:00:00+00:00,7.0,90.0,48.5,83.0,,0.0,0.0,False,False,48.5,quoted_mid_wide
SIU,2026-08-19T00:00:00+00:00,7.0,90.0,48.5,83.0,,0.0,0.0,False,False,48.5,quoted_mid_wide
